year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
2081,95.57638181,94.63272207,93.5760247,92.51260251,91.44628721,90.37914084,89.31107945,88.24207737,87.17253627,86.10278255,85.03279707,83.96229315,82.89143164,81.82057988,80.74999469,79.67958426,78.60900886,77.53838296,76.46830006,75.3984617,74.32822224,73.2581945,72.18832639,71.11783649,70.04699909,68.9761012,67.90550459,66.83498316,65.76446244,64.69497597,63.62644311,62.55846337,61.49119399,60.42483255,59.359324,58.29449432,57.23051099,56.16766589,55.10608029,54.04569987,52.98649345,51.92873168,50.87258533,49.81752185,48.76350087,47.71070298,46.65915822,45.60920329,44.56083106,43.51429498,42.47002748,41.4282156,40.38902383,39.35253726,38.31897974,37.28886899,36.26258119,35.24031198,34.22238125,33.20904018,32.20024212,31.19617407,30.19704958,29.20294277,28.21388346,27.22938117,26.25018301,25.27780167,24.31267753,23.35405794,22.40274764,21.46061529,20.52801813,19.6063756,18.69647221,17.79784536,16.9116052,16.03928798,15.18140645,14.33871297,13.51275506,12.70443695,11.91512305,11.14734511,10.40287465,9.682767928,8.98815558,8.320051262,7.679343011,7.067097257,6.483321992,5.929589521,5.410547363,4.928341561,4.481834797,4.06861646,3.686201273,3.334028436,3.012721423,2.721988845,2.459970454,2.224347361,2.013047232,1.824041979,1.655349691,1.505753312,1.373350274,1.254442807,1.149554203,1.056649124,0.968371362,0.888430253,0.846906566,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2082,95.64633987,94.70169179,93.64527106,92.58189496,91.51565794,90.44882721,89.38152673,88.31320597,87.2439535,86.17427841,85.10444875,84.03444245,82.96417976,81.8936044,80.82313295,79.75301884,78.68316529,77.61322747,76.543118,75.47342772,74.40379978,73.33382795,72.26406488,71.19427466,70.12388663,69.05323542,67.98268419,66.91261049,65.8429609,64.77345371,63.70485087,62.63733508,61.57036555,60.5041257,59.43884168,58.37443125,57.31078737,56.24809862,55.18668679,54.12656077,53.06761136,52.00985708,50.95351593,49.89861729,48.84485402,47.7921755,46.74075737,45.69087013,44.64264749,43.59612411,42.55170662,41.5097263,40.47034105,39.43371821,38.40002878,37.36961814,36.34299836,35.32042008,34.30204626,33.2883024,32.27923436,31.2746771,30.27494019,29.28022903,28.29067181,27.30634398,26.32690807,25.35322659,24.38681631,23.42810492,22.4764687,21.53287437,20.59914049,19.67566862,18.76392115,17.86473936,16.97761911,16.10358239,15.24423993,14.40022296,13.57239022,12.76240758,11.9714315,11.20108749,10.45387317,9.731432968,9.034692535,8.364419387,7.721247788,7.105733509,6.518262064,5.961363098,5.439453541,4.954315782,4.504927048,4.089027049,3.704161889,3.34968472,3.026206927,2.733452661,2.469581246,2.232318043,2.019571595,1.829260355,1.659432076,1.508337922,1.375188473,1.256728483,1.149469329,1.056398418,0.964175717,0.870447375,0.834668803,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2083,95.715433,94.77002445,93.71408694,92.6510309,91.58489491,90.51819955,89.45121342,88.3836524,87.31508034,86.24569306,85.17588766,84.1060372,83.03632397,81.96634621,80.89614975,79.82614788,78.75658925,77.68737223,76.61790281,75.5481404,74.47866451,73.40926432,72.3395635,71.26997183,70.20028953,69.13005208,68.05971488,66.98969588,65.92046736,64.85176862,63.78319507,62.71562184,61.6491266,60.58316009,59.51796801,58.45381451,57.39058413,56.32819374,55.26689427,54.20695161,53.14825609,52.09075721,51.03439511,49.97930028,48.92570233,47.87326918,46.82194856,45.77207479,44.72392151,43.67757286,42.63314522,41.59102856,40.55140055,39.51454106,38.48075002,37.45019583,36.42320908,35.4002466,34.38155123,33.36731757,32.35778669,31.35290853,30.35263353,29.35730711,28.36711179,27.38226285,26.40296606,25.42895709,24.46123124,23.50124151,22.54945636,21.60544935,20.67016636,19.74547417,18.83188207,17.93081594,17.0430359,16.16801649,15.30688433,14.46132121,13.63206148,12.82012766,12.02736916,11.25523573,10.50537506,9.780111184,9.080918304,8.408364227,7.762856711,7.144721394,6.553874846,5.993269976,5.468235283,4.980297233,4.528098278,4.109482505,3.722075899,3.365301621,3.039718773,2.744963592,2.479239048,2.240326055,2.026110047,1.834469119,1.663625032,1.511490482,1.376579382,1.257861579,1.151375152,1.058754842,0.973804877,0.871149839,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2084,95.78399816,94.83778799,93.78218462,92.7196781,91.65391734,90.58738172,89.52053035,88.4533394,87.38552606,86.31681827,85.24729999,84.17747302,83.10791429,82.03848465,80.96888422,79.89915566,78.82965817,77.76073516,76.69198666,75.62281833,74.55331996,73.48407561,72.41490579,71.345382,70.27590472,69.2063795,68.1364628,67.06666575,65.99746359,64.92916044,63.86140835,62.79384072,61.72730001,60.66178419,59.59687346,58.53284904,57.46980891,56.40776336,55.34678427,54.2869703,53.2284058,52.17115847,51.11502025,50.05990471,49.00613492,47.95383951,46.90277885,45.85292771,44.80473121,43.75850548,42.71425265,41.67205545,40.63221164,39.59511276,38.56111589,37.5304082,36.50322867,35.47990267,34.46079547,33.44618997,32.43614883,31.43078001,30.43010888,29.4342247,28.44340192,27.45785175,26.47798583,25.5040728,24.53597616,23.57464661,22.62154204,21.67727237,20.74148536,19.8152271,18.90035801,17.99737552,17.10766602,16.23188846,15.36967307,14.52225019,13.69135126,12.87787346,12.08305567,11.30902858,10.55726494,9.829270717,9.127157471,8.45202954,7.804095391,7.183450291,6.589807538,6.025779337,5.497139208,5.006179452,4.551285066,4.129998795,3.740039015,3.380879386,3.053166263,2.756481808,2.4889498,2.248330123,2.032664113,1.839736485,1.667601727,1.514777417,1.378877924,1.257920398,1.151863071,1.059614246,0.982818927,0.897284694,0.845219017,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2085,95.8525921,94.90516158,93.84991968,92.78772795,91.7225108,90.65635026,89.58965811,88.52260189,87.45515817,86.38720914,85.31837023,84.24888304,83.17934648,82.11006995,81.04096541,79.97183167,78.90260613,77.83374293,76.76533615,75.69688891,74.62798557,73.55872035,72.48970849,71.42067564,70.35127054,69.281997,68.21275715,67.14334743,66.07433758,65.00607211,63.9387288,62.87192318,61.80540139,60.7398524,59.6753015,58.61153525,57.54866247,56.48680651,55.42613599,54.36663273,53.30824138,52.25107179,51.19512383,50.1402286,49.08640964,48.03393848,46.98306775,45.93348979,44.88526904,43.83896977,42.79479335,41.75270023,40.71280738,39.67551142,38.64123415,37.61028674,36.58293014,35.55936797,34.53982163,33.52478194,32.51434306,31.50843147,30.50725678,29.51093485,28.51951144,27.53330121,26.55270232,25.57819859,24.61011515,23.64832728,22.69384301,21.74820799,20.8121108,19.88528447,18.96875933,18.06443559,17.17275983,16.29499592,15.43191623,14.58329453,13.75045665,12.93524743,12.13879525,11.3626014,10.60881452,9.878796182,9.173852725,8.495710377,7.845075911,7.22183729,6.625500406,6.058565329,5.52657587,5.032180857,4.574396568,4.150522054,3.758047672,3.396511141,3.066577618,2.767917692,2.498629488,2.256407668,2.039239777,1.845015755,1.671601803,1.517530954,1.381367351,1.260413616,1.151553856,1.058003665,0.97738928,0.910501775,0.837139423,0.645833333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2086,95.92129374,94.97224828,93.91735565,92.85541499,91.79056663,90.72494828,89.65863016,88.59167612,87.52436661,86.45678727,85.38870696,84.31995182,83.25070191,82.18144684,81.11249439,80.04385522,78.97522331,77.90663047,76.83833029,75.7702243,74.70199675,73.63328377,72.56425462,71.49542663,70.42651674,69.35727861,68.28829649,67.21957046,66.15087851,65.08277846,64.01552407,62.94914148,61.88336046,60.81784378,59.75320451,58.68971096,57.62717275,56.56555265,55.50497658,54.44574565,53.38771403,52.33064302,51.27477722,50.22009401,49.16643401,48.11393812,47.06285848,46.01344156,44.9655318,43.91916215,42.87483445,41.83282424,40.79306418,39.75570344,38.7211582,37.68989547,36.6622934,35.63851562,34.61871734,33.60318884,32.59225707,31.58592473,30.58418145,29.5872866,28.59541754,27.60860857,26.62729965,25.65202473,24.68327546,23.72141931,22.76644477,21.81940027,20.8818847,19.9546438,19.03745695,18.13143425,17.23834226,16.35855308,15.49342611,14.64382171,13.80967773,12.99246767,12.19419819,11.4162333,10.6601725,9.928015311,9.22089958,8.539821252,7.886076465,7.260007282,6.660918888,6.091168551,5.556266564,5.058653561,4.597611629,4.170991941,3.776064814,3.412192781,3.080074734,2.779350509,2.508231215,2.264463199,2.04587031,1.850286777,1.675756453,1.520408852,1.38341906,1.263157459,1.15399554,1.056523581,0.967336822,0.903054919,0.813701923,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2087,95.98921747,95.03941296,93.98450594,92.92280286,91.85820097,90.79295087,89.72723245,88.66065133,87.59344286,86.52599683,85.45828534,84.39028795,83.32171709,82.25274802,81.18381639,80.11532793,79.04718895,77.97913964,76.91115685,75.84320413,74.77527198,73.70719149,72.63867401,71.56987576,70.50121741,69.43243697,68.36349543,67.29503342,66.22699376,65.15922092,64.09214343,63.02582603,61.96041164,60.89561657,59.83109321,58.76752453,57.70523802,56.64392954,55.58356234,54.52439411,53.46656849,52.4098461,51.35411981,50.29954873,49.24606444,48.19366544,47.14250355,46.09287087,45.04514278,43.99906971,42.95465258,41.91248961,40.8727956,39.8355036,38.80083572,37.76930822,36.74138312,35.71733798,34.69731315,33.68148232,32.67001761,31.66315689,30.66095394,29.66347184,28.67099373,27.68367833,26.70173431,25.72572036,24.75616774,23.79359596,22.8384801,21.89087967,20.95187802,20.02315444,19.10549618,18.19871646,17.30385989,16.42260969,15.55538563,14.70366751,13.86843949,13.04979652,12.24943074,11.46955773,10.7116026,9.977060271,9.267669867,8.584273573,7.927487813,7.298206203,6.696156534,6.12354851,5.585809108,5.085332282,4.621221771,4.191553558,3.794058286,3.427887192,3.093605796,2.790885877,2.517874999,2.272429364,2.052447045,1.855615231,1.679977665,1.523743134,1.385152427,1.263841413,1.156322492,1.057816223,0.964447963,0.900690837,0.813701923,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2088,96.05632302,95.1060569,94.05139828,92.98996507,91.92553606,90.86053211,89.79523985,88.72925745,87.66242082,86.59507499,85.52749591,84.45981396,83.39200064,82.32376135,81.25506386,80.18659489,79.11865413,78.05104687,76.9836058,75.91597011,74.84819139,73.78040803,72.71248062,71.64419697,70.57561384,69.50712928,68.43864823,67.37023052,66.30238237,65.23523154,64.16852881,63.10236274,62.03695523,60.97250778,59.90872256,58.84528516,57.78287259,56.72176585,55.66175349,54.60276929,53.54497541,52.48848133,51.43306234,50.37858578,49.32518821,48.27292966,47.22190946,46.17223998,45.12425957,44.0783352,43.03417507,41.99190442,40.95205764,39.91479458,38.88018122,37.84849889,36.82029322,35.79590052,34.77553012,33.75942908,32.74764023,31.74024701,30.73750263,29.73950715,28.7463612,27.75838539,26.77591038,25.79923603,24.82889324,23.86547553,22.90960236,21.96179326,21.02216638,20.09189837,19.17271889,18.26536485,17.36964908,16.48658097,15.61781003,14.76394835,13.9265461,13.10667974,12.30476871,11.5227203,10.76272652,10.02614291,9.314275248,8.628476958,7.969211685,7.336777807,6.731408255,6.155744118,5.615142456,5.111885429,4.645009548,4.212453494,3.812125879,3.443564963,3.107132393,2.802442157,2.527609492,2.280403442,2.058886401,1.860906698,1.684241696,1.52709621,1.387471283,1.264056883,1.155780582,1.061126317,0.971243139,0.904906802,0.813701923,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2089,96.12327749,95.1719867,94.11772398,93.05668599,91.9926445,90.92787249,89.86276899,88.79721259,87.73097497,86.66400088,85.5965758,84.5289729,83.4614749,82.39404416,81.32607518,80.257789,79.18986615,78.1225034,77.05545441,75.98831265,74.92089733,73.85326859,72.78563908,71.71790468,70.64983863,69.58151498,68.51329174,67.44529841,66.37749986,65.31054769,64.24447564,63.17865746,62.11337743,61.04895164,59.9854612,58.92267799,57.86041522,56.79923187,55.73940445,54.68075605,53.6231517,52.56665792,51.51143067,50.4572487,49.40395525,48.35178293,47.30089179,46.25135266,45.2033014,44.15713682,43.11311483,42.07106051,41.03106437,39.99362735,38.95903158,37.92734702,36.89893641,35.87425281,34.85353776,33.83706098,32.82496451,31.81721143,30.81388293,29.81530142,28.82162896,27.83296429,26.84976133,25.87250141,24.90143628,23.93717538,22.9804311,22.03180988,21.09193041,20.16097629,19.2401555,18.33121712,17.43484179,16.5508076,15.68016025,14.82466269,13.98505336,13.16296698,12.35971159,11.57598863,10.81371279,10.07495793,9.3609186,8.672523939,8.01070705,7.375638994,6.767008792,6.187971632,5.644336737,5.13827667,4.6686806,4.233477561,3.830474082,3.459316028,3.12065946,2.813947384,2.53731434,2.288484178,2.065412776,1.866082825,1.688406353,1.530458012,1.390187729,1.265198492,1.154812297,1.058842031,0.977658516,0.899445487,0.802163462,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2090,96.19003206,95.23771901,94.18358056,93.12283848,92.05931107,90.9949861,89.92999985,88.86463289,87.79887839,86.73250333,85.66550405,84.59805451,83.53063495,82.46346777,81.39630689,80.32874841,79.26100691,78.19366044,77.1268066,76.06010278,74.9932266,73.92596052,72.85848522,71.79100619,70.72344915,69.65564543,68.58758603,67.51985375,66.4525227,65.38562527,64.31968395,63.25450623,62.18958508,61.1252289,60.06174157,58.99923754,57.93761468,56.87659962,55.81671278,54.75823348,53.70091605,52.64458789,51.58933032,50.53533227,49.48234779,48.43028773,47.37948059,46.33000544,45.28202134,44.23580144,43.19157363,42.14959708,41.1097772,40.07222029,39.03743081,38.00573304,36.97726716,35.95235428,34.93136296,33.91450854,32.90199294,31.89386382,30.8901103,29.89093668,28.89665611,27.90742155,26.92350155,25.9454666,24.97378187,24.0087596,23.05110565,22.1015493,21.16080011,20.22950507,19.30791231,18.39728194,17.49926265,16.6144667,15.7427608,14.88532213,14.04399425,13.21964196,12.41408455,11.62887264,10.86480281,10.12366708,9.407317437,8.716598266,8.052060242,7.414302079,6.802881045,6.22052655,5.673571505,5.164543912,4.692228903,4.254420112,3.84891219,3.475283248,3.134251946,2.825485666,2.546992184,2.296566652,2.072102753,1.871341047,1.692470099,1.533684032,1.392746192,1.267606456,1.156016418,1.056455172,0.975928383,0.891156754,0.795030637,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2091,96.25612958,95.30305532,94.24903035,93.18870245,92.12546827,91.06165745,89.99706075,88.93181127,87.86630243,86.80040998,85.73400934,84.66698508,83.59971847,82.53257814,81.46568054,80.39897924,79.33191496,78.26470009,77.19790856,76.13144486,75.06500465,73.99827647,72.93111983,71.86379525,70.79649468,69.72916023,68.66166341,67.59413652,66.5270297,65.4605653,64.3946847,63.32964596,62.26533886,61.20128223,60.13787921,59.07539513,58.01400353,56.95361586,55.89385292,54.83527095,53.77814065,52.72214205,51.66699731,50.61293842,49.56015756,48.50839236,47.4577049,46.40828468,45.3603494,44.31415635,43.26986124,42.22768541,41.18795207,40.15055269,39.11560393,38.08369441,37.05516568,36.0301276,35.00884596,33.99169552,32.97879779,31.97021506,30.9660639,29.96642632,28.97149802,27.98163857,26.99711062,26.01832436,25.0458389,24.08014059,23.12165198,22.17114205,21.22940232,20.29716365,19.37516229,18.46367934,17.56389653,16.67738565,15.80481625,14.94622683,14.10287634,13.27672096,12.46882873,11.68121291,10.91551998,10.17246476,9.453615412,8.760446611,8.093443577,7.452843548,6.838576448,6.253321138,5.703096298,5.190863493,4.715697841,4.275285747,3.867280442,3.491298791,3.148008719,2.83709786,2.556718211,2.304569964,2.078665236,1.876673355,1.696561766,1.53670449,1.395289436,1.270266556,1.158006097,1.057076285,0.97255795,0.887855064,0.781021242,0.6125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2092,96.32210005,95.36783601,94.31378568,93.25409661,92.19133618,91.12776029,90.0636784,88.99887617,87.9334846,86.86783746,85.80191918,84.73549318,83.66865163,82.60166393,81.53479244,80.4683534,79.40209614,78.33555703,77.26894256,76.20253862,75.1362913,74.06999805,73.00333617,71.93628853,70.86922763,69.8021911,68.7351639,67.66812162,66.60118393,65.53494769,64.46950539,63.4045346,62.3403396,61.27694395,60.21385268,59.15139884,58.09001153,57.02987548,55.97066435,54.91216395,53.85498153,52.79915669,51.74432411,50.69038286,49.63751001,48.58591196,47.53545291,46.48616002,45.43835139,44.39216428,43.34785379,42.30561969,41.26566675,40.22829061,39.19345827,38.16139612,37.13264042,36.10747354,35.08602346,34.06856738,33.05533941,32.04633797,31.04172506,30.04167556,29.04623416,28.05569479,27.07047971,26.09102117,25.11774648,24.15118636,23.19197809,22.24061028,21.29787229,20.36458619,19.44156209,18.52958083,17.62886681,16.74052423,15.86616622,15.00659082,14.16199017,13.33374311,12.52395335,11.73393506,10.96575268,10.22093437,9.500022396,8.804229536,8.134642449,7.491423553,6.874170742,6.285971778,5.732846873,5.217457269,4.739215577,4.296071501,3.885606817,3.507260902,3.16178611,2.848810403,2.566495432,2.31263013,2.085137954,1.881910158,1.70071453,1.539746595,1.397543734,1.272482486,1.161713592,1.060624671,0.969362167,0.873577716,0.75875731,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2093,96.38781935,95.43244621,94.37822925,93.31879421,92.25673336,91.19357302,90.1297269,89.06549754,88.00055319,86.93502313,85.86935005,84.80340617,83.73716286,82.67060016,81.60388083,80.53746716,79.47147097,78.4056893,77.3397489,76.27356661,75.20733168,74.14118614,73.07495955,72.00836505,70.94158255,69.87486859,68.8081397,67.74148904,66.67507705,65.60901235,64.54376407,63.47923745,62.41511799,61.35184427,60.28939067,59.22726193,58.16588714,57.10574154,56.04680295,54.98881231,53.93170109,52.87578333,51.82111133,50.76749484,49.71468843,48.66302235,47.61269419,46.56361467,45.51596365,44.46984669,43.42549812,42.38325192,41.34319998,40.30558211,39.27077515,38.23878653,37.20984161,36.18445659,35.162837,34.14513297,33.13156872,32.12222848,31.11714847,30.11659986,29.12072325,28.12961429,27.14371115,26.16350976,25.18950503,24.22212895,23.26202188,22.30987362,21.36619247,20.43185727,19.50774973,18.59468396,17.69334899,16.80397306,15.92773214,15.06630292,14.22061517,13.39100459,12.57902985,11.787019,11.01634464,10.26894149,9.546118411,8.84811281,8.175783334,7.529838768,6.909809094,6.31853889,5.762459199,5.244229365,4.762964578,4.316905008,3.903872848,3.52320973,3.17551114,2.860519381,2.576345904,2.320757858,2.09170937,1.887076273,1.704789671,1.542877573,1.399635902,1.27389503,1.165163998,1.070861758,0.972439976,0.86696483,0.754736842,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2094,96.45257338,95.49691417,94.44270266,93.38323924,92.32143296,91.25897279,90.1955426,89.13154934,88.06717799,87.00209513,85.93653917,84.87084039,83.80502718,82.73906355,81.67282056,80.60655871,79.540587,78.47501706,77.40978581,76.34427699,75.27830825,74.21217445,73.14609432,72.07993471,71.01352214,69.94708756,68.88072217,67.81440971,66.74838986,65.68277595,64.61766496,63.55333721,62.48966852,61.4264434,60.36412328,59.30264565,58.24154359,57.18139644,56.12250226,55.06477542,54.0081046,52.95228044,51.8975353,50.8440102,49.7915416,48.73994745,47.6895213,46.64058938,45.59313641,44.54715588,43.50286888,42.46056155,41.42045087,40.38271415,39.34766172,38.31565281,37.28671642,36.26112855,35.23928166,34.22135274,33.20750693,32.19782409,31.1923646,30.19129032,29.19488566,28.20330972,27.21680615,26.23589853,25.26111714,24.2929585,23.33196214,22.37886318,21.4343429,20.49899707,19.57378858,18.65957005,17.75705968,16.86696479,15.98961053,15.12623585,14.27861288,13.44779588,12.6343388,11.84005234,11.06727648,10.31728228,9.591780704,8.891708997,8.217019068,7.568201079,6.945299885,6.351143394,5.792005721,5.270877252,4.786861292,4.337951733,3.92218787,3.539133075,3.189264681,2.872193644,2.586174488,2.328930957,2.098356899,1.892300044,1.708703773,1.545848444,1.40190154,1.275330762,1.166169393,1.076502066,0.991859829,0.87005602,0.747844612,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2095,96.51698285,95.56067925,94.50694072,93.44765101,92.38587895,91.32367412,90.26094466,89.19731088,88.13317658,87.0687231,86.00356035,84.9379794,83.8724128,82.80688031,81.74128816,80.67550267,79.60968227,78.54413567,77.47906753,76.41422031,75.34896965,74.28314514,73.21707461,72.15105958,71.085039,70.01893274,68.95288643,67.88693715,66.82121654,65.7559574,64.69126206,63.6271122,62.563647,61.50084354,60.43861603,59.37724853,58.31671008,57.25685277,56.1979767,55.14031611,54.08384024,53.02839015,51.97379207,50.92015705,49.8677982,48.81650106,47.76612632,46.71717303,45.66978175,44.62395974,43.57983733,42.5375583,41.49738472,40.4595857,39.42436915,38.39208572,37.36312367,36.33747833,35.31539597,34.29727397,33.28313305,32.27308297,31.26728011,30.26579307,29.26881304,28.27670535,27.28969486,26.30814869,25.33261938,24.36362771,23.40178999,22.44775784,21.50225012,20.5659851,19.63967738,18.72428941,17.82057965,16.92923242,16.05103269,15.18644161,14.33681535,13.50398108,12.68919294,11.89330646,11.1181734,10.36595795,9.63775975,8.934914008,8.257991964,7.606654715,6.980755701,6.383635764,5.821602709,5.297499143,4.81067163,4.359122291,3.940679854,3.555098641,3.203028248,2.883939338,2.596002894,2.337070651,2.105024055,1.897621454,1.712824766,1.548771969,1.403961078,1.277316821,1.166602922,1.074403845,1.002887869,0.903266254,0.761861472,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2096,96.58120664,95.62392339,94.57076384,93.5118256,92.45023085,91.38806184,90.32564753,89.26265806,88.19888431,87.1346693,86.07008259,85.00495023,83.93955541,82.87427011,81.80905907,80.74387576,79.67858219,78.61323521,77.54818916,76.48350319,75.41886711,74.35375892,73.2880395,72.22203193,71.15611301,70.09039722,69.02471753,67.95904669,66.89368833,65.82876556,64.76438719,63.70061753,62.63733319,61.57473743,60.51290285,59.45163689,58.39118637,57.3318409,56.27323952,55.21558555,54.15916838,53.10387817,52.04967982,50.99621441,49.94373732,48.89253985,47.84244793,46.7934997,45.74600878,44.70024052,43.65628643,42.61417423,41.57399418,40.53605989,39.50077555,38.46834586,37.43909764,36.41337602,35.39119123,34.37280247,33.35842849,32.34804039,31.34182907,30.34000296,29.34258391,28.3498426,27.36228807,26.38017291,25.4039318,24.43417642,23.47147264,22.51653425,21.57003739,20.632741,19.70543119,18.78885791,17.88392182,16.99130429,16.1117712,15.24623138,14.3952905,13.56037307,12.74348443,11.94613751,11.16927238,10.41459258,9.6840392,8.978409764,8.298608496,7.644869897,7.016300126,6.416105518,5.851110543,5.324165876,4.834459457,4.380207069,3.959263195,3.571198101,3.216806865,2.89568421,2.605885654,2.345208503,2.111632515,1.902942459,1.716998117,1.552040902,1.406087759,1.278805412,1.168403876,1.071513761,0.994533535,0.934408096,0.863978782,0.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2097,96.6452864,95.68696019,94.63406178,93.57558411,92.51428454,91.4523546,90.39003601,89.32736227,88.26423335,87.20032408,86.13597671,85.07147535,84.00647718,82.94136507,81.87640317,80.81150268,79.74681406,78.68209258,77.61724655,76.5525818,75.48810645,74.42356756,73.35856419,72.29290728,71.22699541,70.16142061,69.0961298,68.03082417,66.96574286,65.90110573,64.83706389,63.77364864,62.71074645,61.64833488,60.58664291,59.52577759,58.46543863,57.40609478,56.34802208,55.2906614,54.23420951,53.17900268,52.12496077,51.071862,50.01952181,48.96820044,47.91822818,46.86949947,45.82202146,44.77617708,43.73224292,42.69025951,41.65020102,40.61224716,39.57679724,38.54429017,37.51486683,36.48884391,35.46657026,34.44797416,33.43330577,32.42270721,31.41612056,30.41383147,29.41602976,28.42279743,27.43457795,26.45189952,25.47503997,24.50454212,23.54103791,22.58518027,21.6377207,20.69938206,19.77098021,18.8533218,17.94712513,17.05320776,16.17233154,15.30538556,14.45337484,13.61702954,12.79798635,11.99844076,11.21996452,10.46342466,9.730300522,9.022186684,8.339508637,7.682775534,7.051627996,6.448648659,5.880594933,5.350741151,4.858274976,4.401275689,3.977770668,3.587346027,3.230646691,2.907415835,2.615766931,2.353416046,2.11827251,1.908217221,1.721121348,1.555199726,1.408620759,1.28005519,1.16955773,1.073903757,0.991498233,0.921714577,0.947709088,0.864583333,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2098,96.7087536,95.74969113,94.69694326,93.63881603,92.57798117,91.51640752,90.45432878,89.39175143,88.32893883,87.26567483,86.2016335,85.13737203,84.07295286,83.00818721,81.94345195,80.87880246,79.81434912,78.75018668,77.68596836,76.62155196,75.55714318,74.49276464,73.42828614,72.36334482,71.29778326,70.23221464,69.16706341,68.10218424,67.03746623,65.97302908,64.90930949,63.84626682,62.7836835,61.72162082,60.66004754,59.5993314,58.53946891,57.48018052,56.42209109,55.3653079,54.30910476,53.25388493,52.19989116,51.14688743,50.09488416,49.04369727,47.99359756,46.94495701,45.89774146,44.85191803,43.80785716,42.76581342,41.72586849,40.68808136,39.65257354,38.61984526,37.59033068,36.56410091,35.5414866,34.52280563,33.50790322,32.496946,31.49011935,30.48740598,29.48911099,28.49547544,27.50670363,26.52335285,25.54590372,24.57471915,23.61042373,22.65371089,21.70528815,20.76592577,19.83642057,18.9176094,18.01023524,17.1149795,16.232722,15.36434323,14.51083995,13.6733205,12.85274981,12.0509562,11.27017867,10.51187929,9.776750679,9.065958918,8.380667882,7.720955826,7.086700103,6.481015161,5.91016283,5.377324115,4.882033319,4.422390733,3.996299687,3.603451251,3.244527528,2.919190332,2.625646356,2.36162119,2.124997255,1.913525127,1.725165258,1.558210905,1.410929474,1.28173595,1.16931947,1.076383784,1.000128185,0.923666677,0.943576389,1.020833333,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
